File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF700GWT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR000AND	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF707RSH/, /files/ENCFF064DDT/, /files/ENCFF101FLH/, /files/ENCFF504ZFN/	1478990	ENCODE Processing Pipeline	9f7138f6840830c78df48d54605e61e5		https://www.encodeproject.org/files/ENCFF700GWT/@@download/ENCFF700GWT.bed.gz				released	s3://encode-public/2019/02/01/db41c0a0-ceb1-4c47-b757-d9d2db65ff87/ENCFF700GWT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/01/db41c0a0-ceb1-4c47-b757-d9d2db65ff87/ENCFF700GWT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	insufficient read depth	
ENCFF436XTS	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR000AND	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF700GWT/, /files/ENCFF737TTB/, /files/ENCFF084ZHO/	826543	ENCODE Processing Pipeline	95dc7d873856705c9704b313a8f3d86d		https://www.encodeproject.org/files/ENCFF436XTS/@@download/ENCFF436XTS.bed.gz				released	s3://encode-public/2019/02/01/de828607-dbb6-4f77-9157-6c49d260cffe/ENCFF436XTS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/01/de828607-dbb6-4f77-9157-6c49d260cffe/ENCFF436XTS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, inconsistent platforms	insufficient read depth	
ENCFF628AZI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF697AQU/, /files/ENCFF717QWP/, /files/ENCFF843PKT/	3763498	ENCODE Processing Pipeline	de9c547a691ff0647f3ce8404312ca0e		https://www.encodeproject.org/files/ENCFF628AZI/@@download/ENCFF628AZI.bed.gz				released	s3://encode-public/2017/12/07/cccaf6ea-bb5b-4ad9-8c89-5376a89b1b1c/ENCFF628AZI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/cccaf6ea-bb5b-4ad9-8c89-5376a89b1b1c/ENCFF628AZI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF858GBW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF697AQU/, /files/ENCFF805WZT/, /files/ENCFF717QWP/, /files/ENCFF843PKT/	3777769	ENCODE Processing Pipeline	889a8314a6ee3f8cd7bbbd5e671eea73		https://www.encodeproject.org/files/ENCFF858GBW/@@download/ENCFF858GBW.bed.gz				released	s3://encode-public/2017/12/07/b3fa62c4-fe14-441f-a013-0b87005552b6/ENCFF858GBW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/b3fa62c4-fe14-441f-a013-0b87005552b6/ENCFF858GBW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF751PLH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				2	2_2							/files/ENCFF717QWP/, /files/ENCFF805WZT/, /files/ENCFF843PKT/	4929553	ENCODE Processing Pipeline	4d6db2961fb318b8b540e4ec4182fb69		https://www.encodeproject.org/files/ENCFF751PLH/@@download/ENCFF751PLH.bed.gz				released	s3://encode-public/2017/12/07/89cc0dda-ce6a-4e51-9682-4382fbf9daa8/ENCFF751PLH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/89cc0dda-ce6a-4e51-9682-4382fbf9daa8/ENCFF751PLH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF422MTS	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF751PLH/, /files/ENCFF858GBW/, /files/ENCFF628AZI/	2736669	ENCODE Processing Pipeline	f46116ac8d96674773d737d25c5af1ca		https://www.encodeproject.org/files/ENCFF422MTS/@@download/ENCFF422MTS.bed.gz				released	s3://encode-public/2017/12/07/5df02717-1542-4908-b12a-9df665f80888/ENCFF422MTS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/5df02717-1542-4908-b12a-9df665f80888/ENCFF422MTS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF164RSW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF153QJN/, /files/ENCFF356LFX/, /files/ENCFF730LOH/, /files/ENCFF387ORV/	2294980	ENCODE Processing Pipeline	8d80f6819052eae0548b557a385f832c		https://www.encodeproject.org/files/ENCFF164RSW/@@download/ENCFF164RSW.bed.gz				released	s3://encode-public/2020/11/13/68a1bf46-3296-433c-a347-f8b754775278/ENCFF164RSW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/68a1bf46-3296-433c-a347-f8b754775278/ENCFF164RSW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF507TGE	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				2	2_2							/files/ENCFF153QJN/, /files/ENCFF356LFX/, /files/ENCFF387ORV/, /files/ENCFF260HRL/	1157254	ENCODE Processing Pipeline	13b657d990312b6caaed6cfcc274050e		https://www.encodeproject.org/files/ENCFF507TGE/@@download/ENCFF507TGE.bed.gz				released	s3://encode-public/2020/11/13/1c58ee49-bce5-46df-9ccf-e93053c001e2/ENCFF507TGE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/1c58ee49-bce5-46df-9ccf-e93053c001e2/ENCFF507TGE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF051UOL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF153QJN/, /files/ENCFF356LFX/, /files/ENCFF730LOH/, /files/ENCFF387ORV/, /files/ENCFF260HRL/	2164244	ENCODE Processing Pipeline	86b506aab98ae94b09c9022f219363b5		https://www.encodeproject.org/files/ENCFF051UOL/@@download/ENCFF051UOL.bed.gz				released	s3://encode-public/2020/11/13/19720366-b7f6-4adc-8bf6-b2454d20e1bc/ENCFF051UOL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/19720366-b7f6-4adc-8bf6-b2454d20e1bc/ENCFF051UOL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF238MDY	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR496DCY	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF153QJN/, /files/ENCFF356LFX/, /files/ENCFF730LOH/, /files/ENCFF387ORV/, /files/ENCFF260HRL/	1786779	ENCODE Processing Pipeline	58abe5fe08754d76a0d5b62c690e1ebc		https://www.encodeproject.org/files/ENCFF238MDY/@@download/ENCFF238MDY.bed.gz				released	s3://encode-public/2020/11/13/cdf5c261-73d0-4fdb-ada1-0c9106204251/ENCFF238MDY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/cdf5c261-73d0-4fdb-ada1-0c9106204251/ENCFF238MDY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, control low read depth, mild to moderate bottlenecking	insufficient read depth	
ENCFF123SZU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF236MNB/, /files/ENCFF596SHE/, /files/ENCFF572GEP/	1717090	ENCODE Processing Pipeline	5413bc870a4be2476f98b0a9bf55f16b		https://www.encodeproject.org/files/ENCFF123SZU/@@download/ENCFF123SZU.bed.gz				released	s3://encode-public/2017/04/15/559e79eb-262e-49de-b7bf-2cdeb5379718/ENCFF123SZU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/15/559e79eb-262e-49de-b7bf-2cdeb5379718/ENCFF123SZU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF408PUX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				2	2_1							/files/ENCFF236MNB/, /files/ENCFF572GEP/, /files/ENCFF830PVE/	3123893	ENCODE Processing Pipeline	c3822554ec15795b8ced0fa50f262dad		https://www.encodeproject.org/files/ENCFF408PUX/@@download/ENCFF408PUX.bed.gz				released	s3://encode-public/2017/04/15/4da70e46-531d-4016-acea-bf645b1bfc65/ENCFF408PUX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/15/4da70e46-531d-4016-acea-bf645b1bfc65/ENCFF408PUX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF411ESN	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF123SZU/, /files/ENCFF408PUX/, /files/ENCFF810VGL/	870766	ENCODE Processing Pipeline	0135aad0d23c2434304d7a56bb247a00		https://www.encodeproject.org/files/ENCFF411ESN/@@download/ENCFF411ESN.bed.gz				released	s3://encode-public/2017/04/15/076a05cc-727a-446d-b276-ddf0caed980d/ENCFF411ESN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/15/076a05cc-727a-446d-b276-ddf0caed980d/ENCFF411ESN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF810VGL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF236MNB/, /files/ENCFF572GEP/, /files/ENCFF596SHE/, /files/ENCFF830PVE/	1067755	ENCODE Processing Pipeline	96b7bf862cc1fe320c621db80042f585		https://www.encodeproject.org/files/ENCFF810VGL/@@download/ENCFF810VGL.bed.gz				released	s3://encode-public/2017/04/15/974b054b-8617-44d6-8380-a1e46876fed7/ENCFF810VGL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/04/15/974b054b-8617-44d6-8380-a1e46876fed7/ENCFF810VGL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF416HNO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				2	2_1							/files/ENCFF957SWP/, /files/ENCFF781BZF/, /files/ENCFF139MSY/, /files/ENCFF356LFX/	884009	ENCODE Processing Pipeline	b40f3c2eae2a757e97fcc7468e3123b0		https://www.encodeproject.org/files/ENCFF416HNO/@@download/ENCFF416HNO.bed.gz				released	s3://encode-public/2020/11/19/b8ff65de-c248-49bb-bd78-f10996dec270/ENCFF416HNO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/19/b8ff65de-c248-49bb-bd78-f10996dec270/ENCFF416HNO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF599KDF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF957SWP/, /files/ENCFF582IQY/, /files/ENCFF139MSY/, /files/ENCFF781BZF/, /files/ENCFF356LFX/	780417	ENCODE Processing Pipeline	7726c19df23ba9ed972400811f00bc62		https://www.encodeproject.org/files/ENCFF599KDF/@@download/ENCFF599KDF.bed.gz				released	s3://encode-public/2020/11/19/f41297c1-5c7e-4823-a3ae-ae4a8c955107/ENCFF599KDF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/19/f41297c1-5c7e-4823-a3ae-ae4a8c955107/ENCFF599KDF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF596UYU	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF957SWP/, /files/ENCFF582IQY/, /files/ENCFF139MSY/, /files/ENCFF781BZF/, /files/ENCFF356LFX/	660038	ENCODE Processing Pipeline	d59521517a17c59d261baccdc8114ceb		https://www.encodeproject.org/files/ENCFF596UYU/@@download/ENCFF596UYU.bed.gz				released	s3://encode-public/2020/11/19/ba866d38-2280-4bb3-b5fd-b609a5eeb4df/ENCFF596UYU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/19/ba866d38-2280-4bb3-b5fd-b609a5eeb4df/ENCFF596UYU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF700ZKK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF957SWP/, /files/ENCFF582IQY/, /files/ENCFF139MSY/, /files/ENCFF356LFX/	600403	ENCODE Processing Pipeline	9f0dd7c40bc945fc0a764b783d37b868		https://www.encodeproject.org/files/ENCFF700ZKK/@@download/ENCFF700ZKK.bed.gz				released	s3://encode-public/2020/11/19/4dcdc35f-8ac3-4c4a-9e87-d88a52a272be/ENCFF700ZKK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/19/4dcdc35f-8ac3-4c4a-9e87-d88a52a272be/ENCFF700ZKK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF084DAH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF074BHG/, /files/ENCFF393RKZ/, /files/ENCFF271UGC/	647077	ENCODE Processing Pipeline	8d0819bcdb5828d10c9455f7ee031298		https://www.encodeproject.org/files/ENCFF084DAH/@@download/ENCFF084DAH.bed.gz				released	s3://encode-public/2017/02/16/8973311e-2c4e-4a8f-8673-15141440aeaa/ENCFF084DAH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/16/8973311e-2c4e-4a8f-8673-15141440aeaa/ENCFF084DAH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
ENCFF343GTP	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF084DAH/, /files/ENCFF289CMX/, /files/ENCFF825BFE/	658760	ENCODE Processing Pipeline	9524a8b821aa7ac75a9ea26c53ff4c22		https://www.encodeproject.org/files/ENCFF343GTP/@@download/ENCFF343GTP.bed.gz				released	s3://encode-public/2017/02/16/0f4670e7-befa-44e2-8df3-90ac436451eb/ENCFF343GTP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/16/0f4670e7-befa-44e2-8df3-90ac436451eb/ENCFF343GTP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
ENCFF825BFE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF393RKZ/, /files/ENCFF271UGC/	612423	ENCODE Processing Pipeline	d6180090df1aa6841301579592d432ad		https://www.encodeproject.org/files/ENCFF825BFE/@@download/ENCFF825BFE.bed.gz				released	s3://encode-public/2017/02/16/a71ce3c2-4c1f-4c1a-b960-cb28192faacd/ENCFF825BFE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/16/a71ce3c2-4c1f-4c1a-b960-cb28192faacd/ENCFF825BFE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
ENCFF289CMX	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				2	2_1							/files/ENCFF074BHG/, /files/ENCFF393RKZ/	1390089	ENCODE Processing Pipeline	abb6d39a8b6c8de09ca88973ee733aec		https://www.encodeproject.org/files/ENCFF289CMX/@@download/ENCFF289CMX.bed.gz				released	s3://encode-public/2017/02/16/f62238dc-911b-4ab9-8333-7626043ce9a3/ENCFF289CMX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/16/f62238dc-911b-4ab9-8333-7626043ce9a3/ENCFF289CMX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
ENCFF584EBO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF246BVN/, /files/ENCFF785DXP/, /files/ENCFF356LFX/	549213	ENCODE Processing Pipeline	c8fa4daf3d69a59923b3fa5da4a99763		https://www.encodeproject.org/files/ENCFF584EBO/@@download/ENCFF584EBO.bed.gz				released	s3://encode-public/2020/12/10/36b3d1f6-72b2-4fa8-bf09-7029de9bf30e/ENCFF584EBO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/36b3d1f6-72b2-4fa8-bf09-7029de9bf30e/ENCFF584EBO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
ENCFF364JPI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				2	2_1							/files/ENCFF986GZQ/, /files/ENCFF246BVN/, /files/ENCFF356LFX/	650028	ENCODE Processing Pipeline	b52d7c0ff740bc002021c34225b4ecf8		https://www.encodeproject.org/files/ENCFF364JPI/@@download/ENCFF364JPI.bed.gz				released	s3://encode-public/2020/12/10/ff0dfd73-7315-42ac-8222-0bf3f060b712/ENCFF364JPI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/ff0dfd73-7315-42ac-8222-0bf3f060b712/ENCFF364JPI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
ENCFF686JFQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR952GVX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF986GZQ/, /files/ENCFF246BVN/, /files/ENCFF785DXP/, /files/ENCFF356LFX/	493800	ENCODE Processing Pipeline	afcad78729ed35f823a699beeb3f0cd1		https://www.encodeproject.org/files/ENCFF686JFQ/@@download/ENCFF686JFQ.bed.gz				released	s3://encode-public/2020/12/10/97bfaffb-72fb-4ef4-a28c-c096180ba918/ENCFF686JFQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/97bfaffb-72fb-4ef4-a28c-c096180ba918/ENCFF686JFQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length		
